"LOCATION","Country","INDICATOR","Indicator","SEX","Sex","AGE","Age","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,51.79602268,,
"AUT","Austria","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,49.96607774,,
"AUT","Austria","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,49.89719336,,
"AUT","Austria","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,47.26453792,,
"AUT","Austria","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,48.46805041,,
"AUT","Austria","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,48.60410006,,
"AUT","Austria","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,46.53011464,,
"AUT","Austria","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,45.36215822,,
"AUT","Austria","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,44.05811876,,
"AUT","Austria","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,45.36815983,,
"AUT","Austria","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","LATE-BT","Latest","PC","Percentage","0","Units",,,45.36815983,,
"BEL","Belgium","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,42.5675895,,
"BEL","Belgium","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,44.53977625,,
"BEL","Belgium","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,46.87301087,,
"BEL","Belgium","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,45.03698723,,
"BEL","Belgium","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,41.82096185,,
"BEL","Belgium","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,35.68278956,,
"BEL","Belgium","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,32.34275215,,
"BEL","Belgium","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,30.24335563,,
"BEL","Belgium","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,32.93944622,,
"BEL","Belgium","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,33.49684085,,
"BEL","Belgium","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","LATE-BT","Latest","PC","Percentage","0","Units",,,33.49684085,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,32.65165,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,33.70625,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,35.94587,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,36.8143,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,38.01716,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,38.73388,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,37.17995,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,38.96919,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,36.63381857,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,36.61844755,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,35.29755132,,
"CAN","Canada","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","LATE-BT","Latest","PC","Percentage","0","Units",,,36.61844755,,
"CZE","Czech Republic","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,32.0464184,,
"CZE","Czech Republic","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,30.81534391,,
"CZE","Czech Republic","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,28.94941412,,
"CZE","Czech Republic","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,29.35613378,,
"CZE","Czech Republic","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,29.20800835,,
"CZE","Czech Republic","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,29.65451098,,
"CZE","Czech Republic","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,29.79796172,,
"CZE","Czech Republic","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,31.07323228,,
"CZE","Czech Republic","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,32.30413537,,
"CZE","Czech Republic","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","LATE-BT","Latest","PC","Percentage","0","Units",,,32.30413537,,
"DNK","Denmark","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,9.217214746,,
"DNK","Denmark","ENT7","Earning gap in self-employment","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,6.21395134,,
