"LOCATION","Country","INDICATOR","Indicator","SEX","Sex","AGE","Age","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,18.16745656,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,18.2348367,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,17.68149883,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,18.65955826,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,19.41391941,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,18.25026891,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,18.58906526,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,19.42060086,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,17.84571632,"B","Break"
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,16.82573347,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,16.63790128,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,17.45416079,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,19.04422254,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,18.66854526,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,18.23966066,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","MEN","Men","TOTAL","Total","LATE-BT","Latest","PC","Percentage","0","Units",,,18.23966066,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,3.19391635,,
"AUT","Austria","ENT10","Share of self-employed in manufacturing or construction","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,3.165033911,,
