Portugal	Earning_gap_in_self-employment	2011	0.586957317
Portugal	Earning_gap_in_self-employment	2007	0.6092239684
United_States	Earning_gap_in_self-employment	2013	0.439527052
Poland	Earning_gap_in_self-employment	2012	0.6183429884
Belgium	Earning_gap_in_self-employment	2008	0.3568278956
Poland	Earning_gap_in_self-employment	Latest	0.6183429884
New_Zealand	Earning_gap_in_self-employment	2012	0.3117962662
Greece	Earning_gap_in_self-employment	2006	0.3918744992
Slovenia	Earning_gap_in_self-employment	2007	0.2861246966
France	Earning_gap_in_self-employment	Latest	0.3138424186
Iceland	Earning_gap_in_self-employment	2003	0.4434154194
Czech_Republic	Earning_gap_in_self-employment	2007	0.2935613378
New_Zealand	Earning_gap_in_self-employment	2006	0.3373505953
Mexico	Earning_gap_in_self-employment	2011	0.4660981687
Austria	Earning_gap_in_self-employment	2009	0.4653011464
Estonia	Earning_gap_in_self-employment	2009	-0.2811711358
Estonia	Earning_gap_in_self-employment	2005	0.09082829053
Canada	Earning_gap_in_self-employment	2008	0.3873388
Italy	Earning_gap_in_self-employment	2011	0.55529672
Denmark	Earning_gap_in_self-employment	2005	0.1236758434
Hungary	Earning_gap_in_self-employment	2005	0.2668619931
Luxembourg	Earning_gap_in_self-employment	2007	0.4574539292
Greece	Earning_gap_in_self-employment	2011	0.4238516592
Finland	Earning_gap_in_self-employment	2007	0.3991036211
Germany	Earning_gap_in_self-employment	2005	0.4465533505
France	Earning_gap_in_self-employment	2005	0.3185082266
Finland	Earning_gap_in_self-employment	2009	0.3594008888
Hungary	Earning_gap_in_self-employment	2012	0.3138773253
Iceland	Earning_gap_in_self-employment	2011	0.1747072312
Italy	Earning_gap_in_self-employment	2010	0.5269918598
Belgium	Earning_gap_in_self-employment	2003	0.425675895
Czech_Republic	Earning_gap_in_self-employment	2005	0.3081534391
Russia	Earning_gap_in_self-employment	Latest	0.3496732671
Denmark	Earning_gap_in_self-employment	Latest	0.1603725497
Iceland	Earning_gap_in_self-employment	2004	0.4079682408
Belgium	Earning_gap_in_self-employment	2006	0.4503698723
Austria	Earning_gap_in_self-employment	2005	0.4989719336
Netherlands	Earning_gap_in_self-employment	Latest	0.2836369322
Ireland	Earning_gap_in_self-employment	2006	0.3364665563
Finland	Earning_gap_in_self-employment	2008	0.3690219653
Slovenia	Earning_gap_in_self-employment	Latest	0.3321211476
United_States	Earning_gap_in_self-employment	2007	0.457191524
Netherlands	Earning_gap_in_self-employment	2011	0.2778578462
Finland	Earning_gap_in_self-employment	Latest	0.3587558032
France	Earning_gap_in_self-employment	2012	0.3138424186
Greece	Earning_gap_in_self-employment	Latest	0.4238516592
United_States	Earning_gap_in_self-employment	2012	0.4332180989
Iceland	Earning_gap_in_self-employment	2012	0.1939022618
Slovak_Republic	Earning_gap_in_self-employment	2006	0.2373948365
Italy	Earning_gap_in_self-employment	2009	0.4946836166
Switzerland	Earning_gap_in_self-employment	2009	0.5142194515
Ireland	Earning_gap_in_self-employment	2004	0.2841180614
Sweden	Earning_gap_in_self-employment	2010	0.179980841
Denmark	Earning_gap_in_self-employment	2009	0.161093247
Germany	Earning_gap_in_self-employment	2007	0.4048329219
Poland	Earning_gap_in_self-employment	2008	0.5806635648
United_States	Earning_gap_in_self-employment	2006	0.4634438512
France	Earning_gap_in_self-employment	2011	0.3044014333
Estonia	Earning_gap_in_self-employment	2010	-0.303799667
United_Kingdom	Earning_gap_in_self-employment	2008	0.3844080643
Ireland	Earning_gap_in_self-employment	2008	0.2654109015
Greece	Earning_gap_in_self-employment	2010	0.4631139812
Belgium	Earning_gap_in_self-employment	2007	0.4182096185
Norway	Earning_gap_in_self-employment	2011	0.2535113615
Netherlands	Earning_gap_in_self-employment	2006	0.4226968524
Canada	Earning_gap_in_self-employment	Latest	0.3661844755
Mexico	Earning_gap_in_self-employment	2010	0.4648017934
Germany	Earning_gap_in_self-employment	2011	0.429726328
Belgium	Earning_gap_in_self-employment	2012	0.3349684085
Iceland	Earning_gap_in_self-employment	2006	0.282817486
Ireland	Earning_gap_in_self-employment	Latest	0.2563796371
Belgium	Earning_gap_in_self-employment	Latest	0.3349684085
Germany	Earning_gap_in_self-employment	2006	0.4340025806
Slovak_Republic	Earning_gap_in_self-employment	2005	0.1986986631
Norway	Earning_gap_in_self-employment	2006	0.2791964301
Estonia	Earning_gap_in_self-employment	2007	-0.07364853464
Ireland	Earning_gap_in_self-employment	2011	0.2374649501
Spain	Earning_gap_in_self-employment	2006	0.3754260759
New_Zealand	Earning_gap_in_self-employment	2010	0.3447785064
Switzerland	Earning_gap_in_self-employment	2011	0.4934986294
Spain	Earning_gap_in_self-employment	2005	0.3898350088
Ireland	Earning_gap_in_self-employment	2012	0.2563796371
Slovak_Republic	Earning_gap_in_self-employment	Latest	0.3130545096
Netherlands	Earning_gap_in_self-employment	2007	0.4416866593
Greece	Earning_gap_in_self-employment	2009	0.4400846537
Germany	Earning_gap_in_self-employment	2004	0.4544560375
Belgium	Earning_gap_in_self-employment	2005	0.4687301087
Switzerland	Earning_gap_in_self-employment	2010	0.5067003169
Ireland	Earning_gap_in_self-employment	2007	0.299994706
Slovak_Republic	Earning_gap_in_self-employment	2011	0.3220732065
New_Zealand	Earning_gap_in_self-employment	2003	0.2939921891
Canada	Earning_gap_in_self-employment	2007	0.3801716
Portugal	Earning_gap_in_self-employment	2010	0.5924471813
Italy	Earning_gap_in_self-employment	2012	0.5541043169
Estonia	Earning_gap_in_self-employment	2006	0.02404143613
Poland	Earning_gap_in_self-employment	2004	0.5369145016
Belgium	Earning_gap_in_self-employment	2004	0.4453977625
Slovenia	Earning_gap_in_self-employment	2005	0.2983193044
Slovenia	Earning_gap_in_self-employment	2009	0.2953689865
Spain	Earning_gap_in_self-employment	Latest	0.2016619507
Luxembourg	Earning_gap_in_self-employment	2003	0.4646174867
Estonia	Earning_gap_in_self-employment	2008	-0.2314299979
United_Kingdom	Earning_gap_in_self-employment	2005	0.4491969299
Slovenia	Earning_gap_in_self-employment	2006	0.2904447943
Spain	Earning_gap_in_self-employment	2010	0.2473823566
Canada	Earning_gap_in_self-employment	2003	0.3265165
Italy	Earning_gap_in_self-employment	2006	0.4801537345
Sweden	Earning_gap_in_self-employment	2005	0.180811375
United_States	Earning_gap_in_self-employment	2008	0.4504987709
