"LOCATION","Country","INDICATOR","Indicator","SEX","Sex","AGE","Age","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,34.15411062,,
"MEX","Mexico","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,45.93544162,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,31.4,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,32.5,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,33.5,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,33.3,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,33.2,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,34.4,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,35,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,35.3,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,37.1,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,35.1,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,35.8,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,37.8,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,38.1,,
"FRA","France","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,38.5,,
"NZL","New Zealand","ENT3","Share of sole-proprietor enterprises that are owned by women","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,26.07230945,,
