Spain	Share_of_self-employed_in_services	Latest	0.52256073108
Czech_Republic	Share_of_self-employed_in_services	Latest	0.767093308564
Slovak_Republic	Share_of_self-employed_in_services	Latest	0.94549071844
Estonia	Share_of_self-employed_in_services	Latest	0.30927814644
Finland	Share_of_self-employed_in_services	2011	0.525791109013
Finland	Share_of_self-employed_in_services	2010	0.514395225312
Finland	Share_of_self-employed_in_services	2013	0.593487653266
Finland	Share_of_self-employed_in_services	2012	0.547796817234
Finland	Share_of_self-employed_in_services	2006	0.440056429802
Finland	Share_of_self-employed_in_services	2007	0.45154467034
Finland	Share_of_self-employed_in_services	2004	0.364105343878
Finland	Share_of_self-employed_in_services	2005	0.385591949039
Finland	Share_of_self-employed_in_services	2002	0.358876447401
Finland	Share_of_self-employed_in_services	2003	0.335077265745
Finland	Share_of_self-employed_in_services	2000	0.314100733726
Finland	Share_of_self-employed_in_services	2001	0.354285637539
Finland	Share_of_self-employed_in_services	2008	0.537047697223
Finland	Share_of_self-employed_in_services	2009	0.540295536003
Switzerland	Share_of_self-employed_in_services	Latest	0.189956024729
Denmark	Share_of_self-employed_in_services	2013	0.468039704095
Denmark	Share_of_self-employed_in_services	2012	0.513191919306
Denmark	Share_of_self-employed_in_services	2011	0.606224124599
Denmark	Share_of_self-employed_in_services	2010	0.615397080495
Denmark	Share_of_self-employed_in_services	2000	0.518723182945
Denmark	Share_of_self-employed_in_services	2001	0.520517592392
Denmark	Share_of_self-employed_in_services	2002	0.502438443005
Denmark	Share_of_self-employed_in_services	2003	0.446418101968
Denmark	Share_of_self-employed_in_services	2004	0.567983088867
Denmark	Share_of_self-employed_in_services	2005	0.594919873098
Denmark	Share_of_self-employed_in_services	2006	0.605579868536
Denmark	Share_of_self-employed_in_services	2007	0.49407865113
Denmark	Share_of_self-employed_in_services	2008	0.425442005577
Denmark	Share_of_self-employed_in_services	2009	0.582749826494
Slovenia	Share_of_self-employed_in_services	1997	0.172641896107
Slovenia	Share_of_self-employed_in_services	1996	0.218753702967
Slovenia	Share_of_self-employed_in_services	1999	0.225706501202
Slovenia	Share_of_self-employed_in_services	1998	0.121352905682
Denmark	Share_of_self-employed_in_services	Latest	0.620273307358
Finland	Share_of_self-employed_in_services	1995	0.261261246524
Finland	Share_of_self-employed_in_services	1997	0.210100008894
Finland	Share_of_self-employed_in_services	1996	0.187956055621
Finland	Share_of_self-employed_in_services	1999	0.242495901851
Finland	Share_of_self-employed_in_services	1998	0.313624907497
Norway	Share_of_self-employed_in_services	Latest	0.71037418628
Slovenia	Share_of_self-employed_in_services	2004	0.26095544161
Slovenia	Share_of_self-employed_in_services	2005	0.374119710875
Slovenia	Share_of_self-employed_in_services	2006	0.448911019473
Slovenia	Share_of_self-employed_in_services	2007	0.230837682863
Slovenia	Share_of_self-employed_in_services	2000	0.194754108437
Slovenia	Share_of_self-employed_in_services	2001	0.229463473983
Slovenia	Share_of_self-employed_in_services	2002	0.163608528022
Slovenia	Share_of_self-employed_in_services	2003	0.292914764984
Slovenia	Share_of_self-employed_in_services	2008	0.455728708156
Slovenia	Share_of_self-employed_in_services	2009	0.328021204496
Slovenia	Share_of_self-employed_in_services	2013	0.486521581428
Slovenia	Share_of_self-employed_in_services	2012	0.441937207292
Slovenia	Share_of_self-employed_in_services	2011	0.517550936291
Slovenia	Share_of_self-employed_in_services	2010	0.440786064912
Slovenia	Share_of_self-employed_in_services	Latest	0.526284612984
Germany	Share_of_self-employed_in_services	Latest	0.498007017236
Netherlands	Share_of_self-employed_in_services	Latest	0.323469763314
Canada	Share_of_self-employed_in_services	1996	0.404087164382
Canada	Share_of_self-employed_in_services	1997	0.389205136849
Canada	Share_of_self-employed_in_services	1994	0.431589002619
Canada	Share_of_self-employed_in_services	1995	0.428739937642
Canada	Share_of_self-employed_in_services	1992	0.467344611713
Canada	Share_of_self-employed_in_services	1993	0.449518041401
Canada	Share_of_self-employed_in_services	1991	0.467496198821
Canada	Share_of_self-employed_in_services	1998	0.405874383744
Canada	Share_of_self-employed_in_services	1999	0.393177675696
Ireland	Share_of_self-employed_in_services	1998	0.815411082581
Ireland	Share_of_self-employed_in_services	1999	0.818953531274
Ireland	Share_of_self-employed_in_services	1994	0.697981298901
Ireland	Share_of_self-employed_in_services	1995	0.676055986484
Ireland	Share_of_self-employed_in_services	1996	0.840656659303
Ireland	Share_of_self-employed_in_services	1997	0.875474542821
Ireland	Share_of_self-employed_in_services	1991	0.755250810242
Ireland	Share_of_self-employed_in_services	1992	0.73668799404
Ireland	Share_of_self-employed_in_services	1993	0.708845761433
Sweden	Share_of_self-employed_in_services	2010	0.552223223335
Sweden	Share_of_self-employed_in_services	2011	0.554257352341
Sweden	Share_of_self-employed_in_services	2012	0.543464646988
Sweden	Share_of_self-employed_in_services	2013	0.502815307687
