Italy	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.119959473151
China_(People's_Republic_of)	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.288956433637
Austria	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.309017223911
Austria	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.508409321175
United_States	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.188247213779
Spain	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.185410334347
Poland	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.0798378926039
Portugal	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.480040526849
Denmark	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.0170212765957
United_Kingdom	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.364133738602
Denmark	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.509017223911
Hungary	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.284903748734
Netherlands	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.146301925025
India	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.981560283688
Japan	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.0682877406282
Hungary	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.211752786221
Norway	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.491185410334
Hungary	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.376494427558
New_Zealand	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.434853090172
Japan	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.473353596758
United_States	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.162310030395
Denmark	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.0342451874367
Australia	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.266869300912
Turkey	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.282877406282
China_(People's_Republic_of)	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.384194528875
Finland	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.102532928065
Slovenia	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.446200607903
China_(People's_Republic_of)	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.0883485309017
Japan	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.0553191489362
Portugal	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.283687943262
Australia	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.332928064843
France	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.530699088146
Hungary	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.449645390071
Denmark	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.41134751773
Germany	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.211955420466
Spain	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.708409321175
Mexico	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.702532928065
Netherlands	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.201215805471
Norway	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.0283687943262
OECD_-_Average	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.15663627153
Germany	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.339817629179
Portugal	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.272745694022
Spain	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.343870314083
India	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.268490374873
Ireland	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.558459979737
South_Africa	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.691590678825
Estonia	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.0380952380952
Netherlands	Time_spent_in_unpaid_work,_by_sex	Latest_year	0.054103343465
