"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,25.9,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,19.8,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,11,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,8.7,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,82.7,,
"CZE","Czech Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,61.3,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,66.9,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,2.8,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,19.2,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2011","Q1-2011","PC","Percentage","0","Units",,,4.4,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,47,,
"GBR","United Kingdom","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,3.8,,
"OAVG","OECD - Average","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,3.4,,
"CZE","Czech Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,5.2,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2012","Q1-2012","PC","Percentage","0","Units",,,12.7,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,4.7,,
"USA","United States","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,9.8,,
"SWE","Sweden","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,18.3,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,75.5,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,25.7,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,48.2,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,88.4,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,87.2,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,30.6,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,37.4,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,64.4,,
"GBR","United Kingdom","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,66.5,,
"OAVG","OECD - Average","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,61.4,,
"SWE","Sweden","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,69.5,,
"OAVG","OECD - Average","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,6.6,,
"OAVG","OECD - Average","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,60.1,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,7.2,,
"GBR","United Kingdom","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,45.6,,
"SVN","Slovenia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,72.7,,
"GBR","United Kingdom","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,4.9,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,13,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,6,,
"ESP","Spain","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,64,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,60.2,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,6.3,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,28.8,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2011","Q1-2011","PC","Percentage","0","Units",,,48.3,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,67.8,,
"CHE","Switzerland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,3.5,,
"CZE","Czech Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,75.3,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,63.2,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,50.5,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,45.9,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,15.8,,
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,62.3,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,23.8,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,5.4,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,31.6,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,69.8,,
"OAVG","OECD - Average","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,6.2,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2012","Q1-2012","PC","Percentage","0","Units",,,90.5,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,4.3,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,75.3,,
"SWE","Sweden","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,8.6,,
"EST","Estonia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,62.6,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,71.8,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,77.8,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,63,,
"TUR","Turkey","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,1.2,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,0.7,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,67.1,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,11,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,3.5,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,3.5,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,11.7,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,4.9,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,79.9,,
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,7,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,9.7,,
"SVN","Slovenia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,31.9,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,89.9,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2011","Q1-2011","PC","Percentage","0","Units",,,70.5,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,3.6,,
"GBR","United Kingdom","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,6.3,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,13.7,,
"CZE","Czech Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,8.3,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,42.9,,
"SWE","Sweden","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,5.7,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,73.6,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,14.9,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,77,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,79.3,,
"GBR","United Kingdom","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,88.3,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,40.4,,
"SVN","Slovenia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,10.3,,
"CHL","Chile","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2011","Q1-2011","PC","Percentage","0","Units",,,8.9,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,56.9,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,53.4,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,79,,
"GBR","United Kingdom","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,3.8,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,59.2,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2011","Q1-2011","PC","Percentage","0","Units",,,2.9,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,48.6,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,5.3,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,5.5,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,17.6,,
"ZAF","South Africa","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,23.3,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,0.1,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,4.9,,
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,47.7,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,60.1,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,65.9,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,65.7,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,29.6,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,4,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,3.7,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2007","Q1-2007","PC","Percentage","0","Units",,,4,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,53.2,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,12.3,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,10.7,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,4,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,9.7,,
"CHL","Chile","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,4.6,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,4.9,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2008","Q4-2008","PC","Percentage","0","Units",,,5.7,,
"ESP","Spain","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,6.6,,
"ESP","Spain","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,63.1,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,2.3,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,6.3,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,50.4,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,60.5,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,9,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,21.6,,
"SVN","Slovenia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2011","Q4-2011","PC","Percentage","0","Units",,,17.6,,
"SWE","Sweden","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,82.3,,
"SWE","Sweden","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,8.3,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,90.1,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,7.3,,
"SVN","Slovenia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,59.5,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,56.9,,
"ESP","Spain","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,25.3,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,35.9,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,3.7,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2008","Q4-2008","PC","Percentage","0","Units",,,3.1,,
