"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.8,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,3,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,9.2,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,4.7,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.2,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,2.8,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,3.8,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,1.6,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.8,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,3.4,,
"FRA","France","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.6,,
"FRA","France","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.2,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.4,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,3.2,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,5.3,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,2.4,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.4,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,5,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,10.4,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,7.5,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,9.2,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,5.3,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,5,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,2.4,,
"LUX","Luxembourg","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,5.7,,
