"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,75.6,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1991","1991","PC","Percentage","0","Units",,,74.6,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1992","1992","PC","Percentage","0","Units",,,74.1,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1993","1993","PC","Percentage","0","Units",,,73.5,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1994","1994","PC","Percentage","0","Units",,,73.6,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,73.8,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,73.6,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,73,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,72.7,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,72.2,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,72.1,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,71.9,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,71.8,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,71.5,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,71.5,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,72.1,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,72.2,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,72.5,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,72.6,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,72.3,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,72.4,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,72.2,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,71.7,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,52.2,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1991","1991","PC","Percentage","0","Units",,,52,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1992","1992","PC","Percentage","0","Units",,,51.9,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1993","1993","PC","Percentage","0","Units",,,51.7,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1994","1994","PC","Percentage","0","Units",,,52.6,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,53.6,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,53.8,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,53.6,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,53.6,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,53.6,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,54.5,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,55,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,55.2,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,55.9,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,55.7,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,57,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,57.5,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,58.1,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,58.5,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,58.7,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,58.6,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,58.9,,
"AUS","Australia","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,58.7,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1994","1994","PC","Percentage","0","Units",,,70.6,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,70.8,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,69.9,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,69.6,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,69.3,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,69.3,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,68.9,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,68.4,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,68.5,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,68.5,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,66.1,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,66.4,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,66.7,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,67.6,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,67.5,,
"AUT","Austria","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,67.3,,
