"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","EDU_DIFF_EAR_ALL","Differences in earnings between female and male workers, All levels of education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,79.15577128,,
"AUS","Australia","EDU_DIFF_EAR_BUS","Differences in earnings between female and male workers, Below upper secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,78.23068947,,
"AUS","Australia","EDU_DIFF_EAR_TER","Differences in earnings between female and male workers, Tertiary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,74.72750384,,
"AUS","Australia","EDU_DIFF_EAR_USPS","Differences in earnings between female and male workers, Upper secondary or post-secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,73.89019828,,
"AUT","Austria","EDU_DIFF_EAR_ALL","Differences in earnings between female and male workers, All levels of education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,74.54053246,,
"AUT","Austria","EDU_DIFF_EAR_BUS","Differences in earnings between female and male workers, Below upper secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,82.3253106,,
"AUT","Austria","EDU_DIFF_EAR_TER","Differences in earnings between female and male workers, Tertiary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,71.48701972,,
"AUT","Austria","EDU_DIFF_EAR_USPS","Differences in earnings between female and male workers, Upper secondary or post-secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,75.94075741,,
"BEL","Belgium","EDU_DIFF_EAR_ALL","Differences in earnings between female and male workers, All levels of education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,89.00851987,,
"BEL","Belgium","EDU_DIFF_EAR_BUS","Differences in earnings between female and male workers, Below upper secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,79.19288295,,
"BEL","Belgium","EDU_DIFF_EAR_TER","Differences in earnings between female and male workers, Tertiary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,87.17527626,,
"BEL","Belgium","EDU_DIFF_EAR_USPS","Differences in earnings between female and male workers, Upper secondary or post-secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,78.73545662,,
"CAN","Canada","EDU_DIFF_EAR_ALL","Differences in earnings between female and male workers, All levels of education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,77.05480723,,
"CAN","Canada","EDU_DIFF_EAR_BUS","Differences in earnings between female and male workers, Below upper secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,52.41866734,,
"CAN","Canada","EDU_DIFF_EAR_TER","Differences in earnings between female and male workers, Tertiary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,76.60224482,,
"CAN","Canada","EDU_DIFF_EAR_USPS","Differences in earnings between female and male workers, Upper secondary or post-secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,65.75264692,,
"CZE","Czech Republic","EDU_DIFF_EAR_ALL","Differences in earnings between female and male workers, All levels of education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,68.37479315,,
"CZE","Czech Republic","EDU_DIFF_EAR_BUS","Differences in earnings between female and male workers, Below upper secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,81.22947408,,
"CZE","Czech Republic","EDU_DIFF_EAR_TER","Differences in earnings between female and male workers, Tertiary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,65.90338317,,
"CZE","Czech Republic","EDU_DIFF_EAR_USPS","Differences in earnings between female and male workers, Upper secondary or post-secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,73.21448682,,
"DNK","Denmark","EDU_DIFF_EAR_ALL","Differences in earnings between female and male workers, All levels of education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,79.36152856,,
"DNK","Denmark","EDU_DIFF_EAR_BUS","Differences in earnings between female and male workers, Below upper secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,79.84343454,,
"DNK","Denmark","EDU_DIFF_EAR_TER","Differences in earnings between female and male workers, Tertiary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,76.25543889,,
"DNK","Denmark","EDU_DIFF_EAR_USPS","Differences in earnings between female and male workers, Upper secondary or post-secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,78.15581623,,
"FIN","Finland","EDU_DIFF_EAR_ALL","Differences in earnings between female and male workers, All levels of education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,79.06024837,,
"FIN","Finland","EDU_DIFF_EAR_BUS","Differences in earnings between female and male workers, Below upper secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,75.07903927,,
"FIN","Finland","EDU_DIFF_EAR_TER","Differences in earnings between female and male workers, Tertiary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,75.02539367,,
"FIN","Finland","EDU_DIFF_EAR_USPS","Differences in earnings between female and male workers, Upper secondary or post-secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,75.52605297,,
"FRA","France","EDU_DIFF_EAR_ALL","Differences in earnings between female and male workers, All levels of education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,77.98901787,,
"FRA","France","EDU_DIFF_EAR_BUS","Differences in earnings between female and male workers, Below upper secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,73.12883756,,
"FRA","France","EDU_DIFF_EAR_TER","Differences in earnings between female and male workers, Tertiary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,73.72693035,,
"FRA","France","EDU_DIFF_EAR_USPS","Differences in earnings between female and male workers, Upper secondary or post-secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,74.14543771,,
"DEU","Germany","EDU_DIFF_EAR_ALL","Differences in earnings between female and male workers, All levels of education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"DEU","Germany","EDU_DIFF_EAR_BUS","Differences in earnings between female and male workers, Below upper secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"DEU","Germany","EDU_DIFF_EAR_TER","Differences in earnings between female and male workers, Tertiary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"DEU","Germany","EDU_DIFF_EAR_USPS","Differences in earnings between female and male workers, Upper secondary or post-secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,,"M","Missing value; data cannot exist"
"GRC","Greece","EDU_DIFF_EAR_ALL","Differences in earnings between female and male workers, All levels of education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,87.4892677,,
"GRC","Greece","EDU_DIFF_EAR_BUS","Differences in earnings between female and male workers, Below upper secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,80.67828569,,
"GRC","Greece","EDU_DIFF_EAR_TER","Differences in earnings between female and male workers, Tertiary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,76.72947115,,
"GRC","Greece","EDU_DIFF_EAR_USPS","Differences in earnings between female and male workers, Upper secondary or post-secondary education","ALL","All","35-44","35-44","2013","2013","PC","Percentage","0","Units",,,83.07127181,,
