"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,16,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,16,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,22,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,22,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,23,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,25,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,25,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,25,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,24.7,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,24.7,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,24.7,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,26.7,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,26.7,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,24.7,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,24.7,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,24.7,,
"AUS","Australia","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,26,,
"AUT","Austria","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,27,,
"AUT","Austria","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,26,,
"AUT","Austria","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,26,,
"AUT","Austria","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,27,,
"AUT","Austria","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,27,,
"AUT","Austria","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,27,,
"AUT","Austria","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,34,,
"AUT","Austria","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,34,,
"AUT","Austria","EMP17","Female share of seats in national parliaments","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,33.9,,
