"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,4.2,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,4.3,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,3.9,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,6,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,5.8,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,5.4,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,5,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,4.9,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,5.4,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.5,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,5,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,5.4,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,4.8,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,7.5,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,6.9,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,6.4,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,6.3,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,6.6,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.7,,
"AUS","Australia","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.3,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,5.7,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,6.3,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,6,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,7.9,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,8.1,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,7.6,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,7,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,7.3,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,7.5,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,9.2,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,9.2,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,9,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,8.7,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,8.8,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,9.2,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,9.8,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,9.6,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,9.3,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,6.3,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","1996","1996","PC","Percentage","0","Units",,,6.8,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","1997","1997","PC","Percentage","0","Units",,,7.4,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","1998","1998","PC","Percentage","0","Units",,,7.7,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","1999","1999","PC","Percentage","0","Units",,,7.8,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,8.4,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,9.3,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,7.4,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,6.8,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,8.4,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,8.8,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,8.9,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,9,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,9.1,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,9,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,8.9,,
"AUT","Austria","EMP8","Share of employed in temporary employment, by sex and age group","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,9.4,,
