"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,62.2,,
"CAN","Canada","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,47.8,,
"GRC","Greece","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,46.4,,
"GRC","Greece","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,40.3,,
"JPN","Japan","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,41,,
"JPN","Japan","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,42.2,,
"NOR","Norway","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,69.1,,
"NOR","Norway","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,47.3,,
"POL","Poland","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,59,,
"POL","Poland","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,45.2,,
"ESP","Spain","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,54.1,,
"ESP","Spain","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,44.2,,
"GBR","United Kingdom","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,64.7,,
"GBR","United Kingdom","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,46.5,,
"CHL","Chile","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,54.8,,
"CHL","Chile","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,39.4,,
"EST","Estonia","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,69.2,,
"EST","Estonia","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,51.8,,
"SVN","Slovenia","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,68.1,,
"SVN","Slovenia","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,45.9,,
"EST","Estonia","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,50.4,,
"BRA","Brazil","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,58.4,,
"MEX","Mexico","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,46.5,,
"GRC","Greece","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,40.5,,
"EST","Estonia","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,51.6,,
"AUS","Australia","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,47.9,,
"GBR","United Kingdom","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,46.6,,
"ZAF","South Africa","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,51.4,,
"ZAF","South Africa","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,52.6,,
"CAN","Canada","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,61.9,,
"SVN","Slovenia","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,45.9,,
"BRA","Brazil","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,42.2,,
"SVK","Slovak Republic","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,58.4,,
"CHL","Chile","EMP12_P","Female share of public employment","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,52.7,,
"ZAF","South Africa","EMP12_T","Female share of total employment","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,43.6,,
