"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2001","2001","PC","Percentage","0","Units",,,3.7,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2002","2002","PC","Percentage","0","Units",,,3.7,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2003","2003","PC","Percentage","0","Units",,,3.8,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2004","2004","PC","Percentage","0","Units",,,3.6,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2005","2005","PC","Percentage","0","Units",,,3.6,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2006","2006","PC","Percentage","0","Units",,,3.2,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2007","2007","PC","Percentage","0","Units",,,3.5,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2008","2008","PC","Percentage","0","Units",,,3.4,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2009","2009","PC","Percentage","0","Units",,,4,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2010","2010","PC","Percentage","0","Units",,,4.2,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2011","2011","PC","Percentage","0","Units",,,3.8,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2012","2012","PC","Percentage","0","Units",,,4.3,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2001","2001","PC","Percentage","0","Units",,,5.9,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2002","2002","PC","Percentage","0","Units",,,6,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2003","2003","PC","Percentage","0","Units",,,6.2,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2004","2004","PC","Percentage","0","Units",,,5.8,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2005","2005","PC","Percentage","0","Units",,,5.9,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2006","2006","PC","Percentage","0","Units",,,5.4,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2007","2007","PC","Percentage","0","Units",,,5.8,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2008","2008","PC","Percentage","0","Units",,,5.5,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2009","2009","PC","Percentage","0","Units",,,6.5,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2010","2010","PC","Percentage","0","Units",,,6.2,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2011","2011","PC","Percentage","0","Units",,,6.4,,
"AUS","Australia","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","2012","2012","PC","Percentage","0","Units",,,6.7,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","1995","1995","PC","Percentage","0","Units",,,0.1,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","1996","1996","PC","Percentage","0","Units",,,0.3,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","1997","1997","PC","Percentage","0","Units",,,0.3,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","1998","1998","PC","Percentage","0","Units",,,0.6,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","1999","1999","PC","Percentage","0","Units",,,1.8,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2000","2000","PC","Percentage","0","Units",,,1.9,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2001","2001","PC","Percentage","0","Units",,,0.5,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2002","2002","PC","Percentage","0","Units",,,0.6,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2003","2003","PC","Percentage","0","Units",,,0.3,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2004","2004","PC","Percentage","0","Units",,,0.7,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2005","2005","PC","Percentage","0","Units",,,1.7,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2006","2006","PC","Percentage","0","Units",,,1.3,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2007","2007","PC","Percentage","0","Units",,,0.9,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2008","2008","PC","Percentage","0","Units",,,1,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2009","2009","PC","Percentage","0","Units",,,1.1,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2010","2010","PC","Percentage","0","Units",,,1.2,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2011","2011","PC","Percentage","0","Units",,,1,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","MEN","Men","55PLUS","55+","2012","2012","PC","Percentage","0","Units",,,1.3,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","1995","1995","PC","Percentage","0","Units",,,2.6,,
"AUT","Austria","EMP6","Share of employed in involuntary part-time employment, by sex and age group","WOMEN","Women","55PLUS","55+","1996","1996","PC","Percentage","0","Units",,,2.9,,
