"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,16.3,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,20.6,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,19.3,,
"IRL","Ireland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,18.7,,
"IRL","Ireland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,18,,
"IRL","Ireland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,21.7,,
"IRL","Ireland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,22.7,,
"ITA","Italy","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,21.3,,
"ITA","Italy","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,21.6,,
"ITA","Italy","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,27.4,,
"ITA","Italy","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,26.1,,
"JPN","Japan","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,15.4,,
"JPN","Japan","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,16,,
"JPN","Japan","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,21.9,,
"JPN","Japan","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,22.7,,
"KOR","Korea","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,13,,
"KOR","Korea","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,13,,
"KOR","Korea","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,17.1,,
"KOR","Korea","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,17.3,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,23,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,23.4,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,26.5,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,25.6,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,12.3,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,12.9,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,15.7,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,16.8,,
"NLD","Netherlands","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,19.6,,
"NLD","Netherlands","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,18.8,,
"NLD","Netherlands","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,22.7,,
"NLD","Netherlands","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,23.1,,
"NZL","New Zealand","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,16.6,,
"NZL","New Zealand","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,17.3,,
"NZL","New Zealand","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,20.8,,
"NZL","New Zealand","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,20.1,,
"NOR","Norway","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,18,,
"NOR","Norway","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,18.3,,
"NOR","Norway","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,21.4,,
"NOR","Norway","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,21.9,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,16.7,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,17,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,24.5,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,23.1,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,15.4,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,14.7,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,21.5,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,19.3,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,17.1,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,16.6,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,25.3,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,23.1,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,20.5,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,20.5,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,23.2,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,24.1,,
"SWE","Sweden","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,17.3,,
"SWE","Sweden","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,17.4,,
"SWE","Sweden","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,22.2,,
"SWE","Sweden","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,22,,
"CHE","Switzerland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,18,,
"CHE","Switzerland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,18.1,,
"CHE","Switzerland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,23.3,,
"CHE","Switzerland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,23.3,,
"TUR","Turkey","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,15.4,,
"TUR","Turkey","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,16.4,,
"TUR","Turkey","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,13.8,,
"TUR","Turkey","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,19.8,,
"GBR","United Kingdom","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,18.2,,
"GBR","United Kingdom","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,19.1,,
"GBR","United Kingdom","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,22.8,,
"GBR","United Kingdom","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,22.1,,
"USA","United States","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,17.2,,
"USA","United States","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,17.9,,
"USA","United States","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,20.4,,
"USA","United States","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,20.5,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,13.4,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,20.1,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,16,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,15.1,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,19.5,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,19.1,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,13.4,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,18.8,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,13.3,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,14.5,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,20.4,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,20.8,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,17.4,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,21,,
"RUS","Russia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,12.4,,
"RUS","Russia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,20,,
"SVN","Slovenia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,18.1,,
"SVN","Slovenia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,18.3,,
"SVN","Slovenia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,25.5,,
"SVN","Slovenia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,24.3,,
"ZAF","South Africa","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,11.7,,
"ZAF","South Africa","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,15.2,,
"OAVG","OECD - Average","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2010","2010","YR","Years","0","Units",,,17.9,,
"OAVG","OECD - Average","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2012","2012","YR","Years","0","Units",,,18.1,,
"OAVG","OECD - Average","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2010","2010","YR","Years","0","Units",,,22.7,,
"OAVG","OECD - Average","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2012","2012","YR","Years","0","Units",,,22.5,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,23.6,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,18.3,,
"OAVG","OECD - Average","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,22.3,,
"TUR","Turkey","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,17.1,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,23,,
"ITA","Italy","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,21.1,,
"GBR","United Kingdom","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,22.7,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,15.1,,
"NOR","Norway","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,17.9,,
"RUS","Russia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,13,,
"SVN","Slovenia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,18,,
"NZL","New Zealand","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,19.4,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,23.9,,
"NLD","Netherlands","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,23.5,,
"AUT","Austria","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,25.4,,
"USA","United States","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,20.7,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,16.6,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,16.9,,
"IRL","Ireland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,22.9,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,15.6,,
"CHE","Switzerland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,22.6,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,22,,
"KOR","Korea","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,16.6,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,23.8,,
"ZAF","South Africa","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,9.6,,
"BEL","Belgium","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,25.8,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,24.3,,
"ISR","Israel","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,20.3,,
"NZL","New Zealand","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,16.7,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,20,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,13.4,,
"CAN","Canada","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,23.7,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,20.4,,
"SVN","Slovenia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,25.4,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,19.7,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,18.6,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,23.7,,
"NOR","Norway","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,21.8,,
"CAN","Canada","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,18.8,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,23.3,,
"EST","Estonia","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,14.9,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,22.8,,
"TUR","Turkey","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,13.8,,
"ITA","Italy","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,25.4,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2014","2014","YR","Years","0","Units",,,27.2,,
"USA","United States","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2014","2014","YR","Years","0","Units",,,17.1,,
